id,event_type,event_cause,corridor,junction,police_station,zone,road_closure_probability,predicted_duration_band,risk_level,risk_score,manpower,barricading,diversion,equipment,agency_alerts,hotspot_level,hotspot_score,actual_duration_band,target_road_closure,latitude,longitude,start_datetime,description,duration_band,is_peak_hour,valid_duration_label,prob_duration_long,prob_duration_medium,prob_duration_short,total_events,closure_rate,control_room,primary_trigger,playbook_json
FKID003237,unplanned,tree_fall,non-corridor,unknown,jeevanbheemanagar,unknown,0.9403067,medium,critical,85.65,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, portable signage, reflective jackets, traffic cones, tree clearance crew","BBMP tree clearance, traffic police",medium,17.8,medium,1,12.9821964,77.6459164,2024-03-29 06:36:02.694000+00:00,,medium,0,1,0.1871426032765191,0.6536239930043846,0.15923340371909656,10,0.3,Dedicated control-room monitoring until clearance.,tree_fall,"{""risk_level"": ""critical"", ""risk_score"": 85.65, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""tree clearance crew""], ""agency_alerts"": [""BBMP tree clearance"", ""traffic police""], ""primary_trigger"": ""tree_fall""}"
FKID003238,unplanned,tree_fall,orr north 1,unknown,banaswadi,unknown,0.53020495,short,critical,57.39,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, portable signage, reflective jackets, traffic cones, tree clearance crew","BBMP tree clearance, traffic police",medium,31.784615384615382,short,0,13.0197506,77.65293,2024-03-29 06:37:35.915000+00:00,tree fall down,short,0,1,0.16623958632750163,0.3066681511799132,0.5270922624925851,78,0.0641025641025641,Dedicated control-room monitoring until clearance.,tree_fall,"{""risk_level"": ""critical"", ""risk_score"": 57.39, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""tree clearance crew""], ""agency_alerts"": [""BBMP tree clearance"", ""traffic police""], ""primary_trigger"": ""tree_fall""}"
FKID003240,unplanned,vehicle_breakdown,non-corridor,unknown,jalahalli,unknown,0.15564913,short,low,29.26,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,20.857142857142858,short,0,13.0567941,77.5469099,2024-03-29 06:38:59.481000+00:00,gangamma circle towards sahitya koota [PERSON] bus  offload,short,0,1,0.0,0.3183031205361498,0.6816968794638503,42,0.11904761904761904,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 29.26, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003241,unplanned,tree_fall,airport new south road,unknown,pulikeshinagar(f.town),unknown,0.66011965,short,critical,56.93,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, portable signage, reflective jackets, traffic cones, tree clearance crew","BBMP tree clearance, traffic police",low,10.75,short,0,13.004089,77.6194467,2024-03-29 06:41:06.268000+00:00,,short,0,1,0.17008370512942222,0.23819686230454254,0.5917194325660351,5,0.2,Dedicated control-room monitoring until clearance.,tree_fall,"{""risk_level"": ""critical"", ""risk_score"": 56.93, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""tree clearance crew""], ""agency_alerts"": [""BBMP tree clearance"", ""traffic police""], ""primary_trigger"": ""tree_fall""}"
FKID003242,unplanned,vehicle_breakdown,orr east 1,unknown,hsr layout,unknown,0.15330859,medium,medium,41.26,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,14.55,medium,0,12.9160679,77.6329851,2024-03-29 06:38:27.473000+00:00,this bus is offroad in between 9th main and 5th main hsr due to coolent problem sir,medium,0,1,0.024820219281172833,0.7022793401202243,0.2729004405986027,20,0.15,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 41.26, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003246,unplanned,vehicle_breakdown,west of chord road,unknown,malleshwaram,unknown,0.007760782,short,low,19.6,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,10.830769230769231,short,0,13.014328,77.5540398,2024-03-29 06:56:47.321000+00:00,vahicle starting problem,short,0,1,0.00028951035919282553,0.14591425909336608,0.8537962305474414,26,0.038461538461538464,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 19.6, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003247,unplanned,water_logging,orr north 1,unknown,mahadevapura,unknown,0.04064409,medium,medium,39.72,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"barricades, reflective jackets, traffic cones, water pump support","BBMP/BWSSB, traffic police",low,6.3,medium,0,12.9951469,77.6660306,2024-03-29 06:53:57.952000+00:00,heavy rain,medium,0,1,0.3337071373874975,0.35853104287403087,0.3077618197384716,18,0.0,Notify station control and monitor every 15 minutes.,water_logging,"{""risk_level"": ""medium"", ""risk_score"": 39.72, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""barricades"", ""reflective jackets"", ""traffic cones"", ""water pump support""], ""agency_alerts"": [""BBMP/BWSSB"", ""traffic police""], ""primary_trigger"": ""water_logging""}"
FKID003248,unplanned,vehicle_breakdown,old airport road,unknown,jeevanbheemanagar,unknown,0.3067073,medium,medium,47.64,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,12.783333333333331,medium,0,12.9600223,77.6477107,2024-03-29 06:52:46.461000+00:00,,medium,0,1,0.003252490253617938,0.641426002700591,0.3553215070457909,27,0.07407407407407407,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 47.64, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003249,unplanned,water_logging,non-corridor,unknown,chamarajpet,unknown,0.5554742,medium,high,68.39,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective jackets, traffic cones, water pump support","BBMP/BWSSB, traffic police",medium,24.650000000000002,long,0,12.9811828,77.5701397,2024-03-29 06:56:17.058000+00:00,,long,0,1,0.18649460615203006,0.5226136441147853,0.2908917497331848,36,0.25,Control-room loop with field updates every 10 minutes.,water_logging,"{""risk_level"": ""high"", ""risk_score"": 68.39, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""water pump support""], ""agency_alerts"": [""BBMP/BWSSB"", ""traffic police""], ""primary_trigger"": ""water_logging""}"
FKID003259,unplanned,vehicle_breakdown,magadi road,unknown,kamakshipalya,unknown,0.013908433,short,low,28.52,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,39.66103896103896,short,0,12.9873868,77.4925369,2024-03-29 07:12:01.226000+00:00,Starting Problem,short,0,1,0.0,0.26084415373307607,0.7391558462669241,154,0.032467532467532464,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 28.52, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003260,unplanned,vehicle_breakdown,magadi road,unknown,kamakshipalya,unknown,0.025591347,short,low,29.05,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,39.66103896103896,short,0,12.9900932,77.5037765,2024-03-29 07:10:14.486000+00:00,cluth plate cut,short,0,1,0.00028951035919282553,0.15887611644755564,0.8408343731932514,154,0.032467532467532464,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 29.05, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003261,unplanned,tree_fall,mysore road,unknown,ashok nagar,unknown,0.8947485,medium,critical,83.47,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, portable signage, reflective jackets, traffic cones, tree clearance crew","BBMP tree clearance, traffic police",medium,17.345121951219515,medium,1,12.9671343,77.6078962,2024-03-29 07:07:55.384000+00:00,,medium,0,1,0.1101888272391108,0.5936397933895856,0.296171379371304,41,0.04878048780487805,Dedicated control-room monitoring until clearance.,tree_fall,"{""risk_level"": ""critical"", ""risk_score"": 83.47, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""tree clearance crew""], ""agency_alerts"": [""BBMP tree clearance"", ""traffic police""], ""primary_trigger"": ""tree_fall""}"
FKID003263,unplanned,others,orr east 2,unknown,mahadevapura,unknown,0.2851007,short,low,23.03,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"reflective jackets, traffic cones",traffic police,low,7.35,short,0,12.9768137,77.6966098,2024-03-29 07:14:17.159000+00:00,Street light poll down to road,short,0,1,0.16520737966082943,0.2630783936370448,0.5717142267021253,21,0.0,Log and monitor.,default,"{""risk_level"": ""low"", ""risk_score"": 23.03, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID003264,unplanned,water_logging,non-corridor,unknown,wilson garden,unknown,0.33170864,medium,high,59.58,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective jackets, traffic cones, water pump support","BBMP/BWSSB, traffic police",medium,28.833333333333336,short,0,12.9541386,77.5853718,2024-03-29 07:17:05.716000+00:00,water logging,short,0,1,0.25744489219626926,0.46314414617700433,0.2794109616267265,54,0.18518518518518517,Control-room loop with field updates every 10 minutes.,water_logging,"{""risk_level"": ""high"", ""risk_score"": 59.58, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""water pump support""], ""agency_alerts"": [""BBMP/BWSSB"", ""traffic police""], ""primary_trigger"": ""water_logging""}"
FKID003265,unplanned,tree_fall,non-corridor,unknown,wilson garden,unknown,0.90055937,medium,critical,87.18,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, portable signage, reflective jackets, traffic cones, tree clearance crew","BBMP tree clearance, traffic police",medium,28.833333333333336,medium,0,12.9465649,77.5974362,2024-03-29 07:23:52.412000+00:00,12t ಕ್ರಾಸ್ 8th ಮೇಲ್ನಲ್ಲಿಮರ ಬಿದ್ದಿದೆ,medium,0,1,0.19446462657080807,0.6287571614396249,0.1767782119895676,54,0.18518518518518517,Dedicated control-room monitoring until clearance.,tree_fall,"{""risk_level"": ""critical"", ""risk_score"": 87.18, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""tree clearance crew""], ""agency_alerts"": [""BBMP tree clearance"", ""traffic police""], ""primary_trigger"": ""tree_fall""}"
FKID003267,unplanned,tree_fall,west of chord road,unknown,malleshwaram,unknown,0.45463052,short,medium,47.71,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"barricades, reflective jackets, traffic cones, tree clearance crew","BBMP tree clearance, traffic police",low,10.830769230769231,short,0,12.9998653,77.550901,2024-03-29 07:24:11.976000+00:00,tree fall,short,0,1,0.0898167658127276,0.22830735560970403,0.6818758785775683,26,0.038461538461538464,Notify station control and monitor every 15 minutes.,tree_fall,"{""risk_level"": ""medium"", ""risk_score"": 47.71, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""barricades"", ""reflective jackets"", ""traffic cones"", ""tree clearance crew""], ""agency_alerts"": [""BBMP tree clearance"", ""traffic police""], ""primary_trigger"": ""tree_fall""}"
FKID003269,unplanned,water_logging,mysore road,unknown,halasuru gate,unknown,0.8892837,short,high,74.02,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective jackets, traffic cones, water pump support","BBMP/BWSSB, traffic police",high,44.61980198019802,long,0,12.9642667,77.5803218,2024-03-29 07:17:32.896000+00:00,[LOCATION],long,0,1,0.18005985718192113,0.38214868306599453,0.4377914597520841,101,0.1782178217821782,Control-room loop with field updates every 10 minutes.,water_logging,"{""risk_level"": ""high"", ""risk_score"": 74.02, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""water pump support""], ""agency_alerts"": [""BBMP/BWSSB"", ""traffic police""], ""primary_trigger"": ""water_logging""}"
FKID003270,unplanned,water_logging,non-corridor,unknown,wilson garden,unknown,0.111438274,short,medium,35.66,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"barricades, reflective jackets, traffic cones, water pump support","BBMP/BWSSB, traffic police",medium,28.833333333333336,short,0,12.9561953,77.5921601,2024-03-29 07:18:14.022000+00:00,[LOCATION] near [LOCATION] to 4th cross skywalk waterlogging moment slow,short,0,1,0.08565189234839542,0.2739769042414732,0.6403712034101314,54,0.18518518518518517,Notify station control and monitor every 15 minutes.,water_logging,"{""risk_level"": ""medium"", ""risk_score"": 35.66, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""barricades"", ""reflective jackets"", ""traffic cones"", ""water pump support""], ""agency_alerts"": [""BBMP/BWSSB"", ""traffic police""], ""primary_trigger"": ""water_logging""}"
FKID003273,unplanned,water_logging,unknown,unknown,wilson garden,unknown,0.26433092,short,medium,34.0,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"barricades, reflective jackets, traffic cones, water pump support","BBMP/BWSSB, traffic police",low,0.35,short,0,12.955158,77.591999,2024-03-29 07:25:30.507000+00:00,,short,0,1,0.09233538944829099,0.2390906827430837,0.6685739278086249,1,0.0,Notify station control and monitor every 15 minutes.,water_logging,"{""risk_level"": ""medium"", ""risk_score"": 34.0, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""barricades"", ""reflective jackets"", ""traffic cones"", ""water pump support""], ""agency_alerts"": [""BBMP/BWSSB"", ""traffic police""], ""primary_trigger"": ""water_logging""}"
FKID003274,unplanned,water_logging,non-corridor,unknown,wilson garden,unknown,0.47600815,medium,high,66.07,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective jackets, traffic cones, water pump support","BBMP/BWSSB, traffic police",medium,28.833333333333336,medium,0,12.955158,77.591999,2024-03-29 07:25:30.507000+00:00,,medium,0,1,0.1614528982109356,0.5961150379510815,0.2424320638379829,54,0.18518518518518517,Control-room loop with field updates every 10 minutes.,water_logging,"{""risk_level"": ""high"", ""risk_score"": 66.07, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""water pump support""], ""agency_alerts"": [""BBMP/BWSSB"", ""traffic police""], ""primary_trigger"": ""water_logging""}"
FKID003278,unplanned,congestion,unknown,unknown,halasuru gate,unknown,0.09879738,short,low,12.55,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"reflective jackets, traffic cones",traffic police,low,0.35,short,0,12.9622836,77.5937712,2024-03-29 07:26:12.353000+00:00,water loging at mission road subbayya circle towards [LOCATION] junction,short,0,1,0.09925671719128992,0.21028226826263968,0.6904610145460701,1,0.0,Log and monitor.,default,"{""risk_level"": ""low"", ""risk_score"": 12.55, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID003281,unplanned,water_logging,non-corridor,unknown,basavanagudi,unknown,0.31126726,long,high,74.28,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective jackets, traffic cones, water pump support","BBMP/BWSSB, control room, traffic police",medium,27.588461538461537,long,0,12.9410827,77.5799627,2024-03-29 07:34:09.997000+00:00,,long,0,1,0.6338507421503997,0.21377119456355712,0.1523780632860432,39,0.2564102564102564,Control-room loop with field updates every 10 minutes.,water_logging,"{""risk_level"": ""high"", ""risk_score"": 74.28, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""water pump support""], ""agency_alerts"": [""BBMP/BWSSB"", ""control room"", ""traffic police""], ""primary_trigger"": ""water_logging""}"
FKID003284,unplanned,congestion,non-corridor,unknown,halasuru gate,unknown,0.28822413,short,low,27.04,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"reflective jackets, traffic cones",traffic police,medium,20.247297297297298,medium,0,12.9622836,77.5937712,2024-03-29 07:26:12.353000+00:00,water loging at mission road subbayya circle towards [LOCATION] junction,medium,0,1,0.08404219094271637,0.30113143956349836,0.614826369493785,37,0.16216216216216217,Log and monitor.,default,"{""risk_level"": ""low"", ""risk_score"": 27.04, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID003285,unplanned,vehicle_breakdown,non-corridor,unknown,k.r. pura,unknown,0.003691483,medium,medium,42.17,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,43.46741573033707,medium,0,13.0208962,77.7111378,2024-03-29 08:48:47.039000+00:00,medahalli towards Battarahalli Accel cut [LOCATION] traffic no problem sir,medium,0,1,0.00167816091954023,0.6384312078768821,0.35989063120357706,178,0.1348314606741573,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 42.17, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003288,unplanned,vehicle_breakdown,bellary road 1,unknown,high ground,unknown,0.13448186,short,medium,33.27,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,37.40217391304347,short,0,12.9945937,77.5851751,2024-03-29 08:40:48.540000+00:00,Incoming side [PERSON] towards Bo2,short,0,1,0.00028951035919282553,0.31992162149853554,0.6797888681422717,92,0.09782608695652174,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 33.27, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003290,unplanned,water_logging,non-corridor,unknown,k.r. pura,unknown,0.035216272,medium,medium,54.58,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"barricades, reflective jackets, traffic cones, water pump support","BBMP/BWSSB, traffic police",high,43.46741573033707,medium,0,13.0101155,77.6976101,2024-03-29 11:38:47.131000+00:00,water logging near grt traffic slow movement,medium,1,1,0.3617201642708975,0.45363945545462875,0.1846403802744742,178,0.1348314606741573,Notify station control and monitor every 15 minutes.,water_logging,"{""risk_level"": ""medium"", ""risk_score"": 54.58, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""barricades"", ""reflective jackets"", ""traffic cones"", ""water pump support""], ""agency_alerts"": [""BBMP/BWSSB"", ""traffic police""], ""primary_trigger"": ""water_logging""}"
FKID003292,unplanned,accident,non-corridor,unknown,kengeri,unknown,0.092025235,short,medium,38.28,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"ambulance standby, crash cones, reflective jackets, tow van, traffic cones","medical emergency support, traffic police",medium,23.800000000000004,short,1,12.8928009,77.4796977,2024-03-29 13:47:17.836000+00:00,lorry accident,short,1,1,0.06377371325012132,0.17558382568737807,0.7606424610625008,18,0.3888888888888889,Notify station control and monitor every 15 minutes.,accident,"{""risk_level"": ""medium"", ""risk_score"": 38.28, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""ambulance standby"", ""crash cones"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""medical emergency support"", ""traffic police""], ""primary_trigger"": ""accident""}"
